Phi[deg],Theta[deg],RealizedGainY
-94,2,29.56
-92,2,29.5586
-90,2,29.5584
-88,2,29.5595
-86,2,29.5617
-84,2,29.5652
-82,2,29.5699
-80,2,29.5758
-78,2,29.5828
-76,2,29.5909
-74,2,29.6001
-72,2,29.6104
-70,2,29.6217
-68,2,29.6339
-66,2,29.647
-64,2,29.6609
-62,2,29.6756
-60,2,29.6911
-58,2,29.7071
-56,2,29.7238
-54,2,29.7409
-52,2,29.7584
-50,2,29.7763
-48,2,29.7944
-46,2,29.8128
-44,2,29.8312
-42,2,29.8496
-40,2,29.868
-38,2,29.8862
-36,2,29.9042
-34,2,29.9219
-32,2,29.9392
-30,2,29.9561
-28,2,29.9724
-26,2,29.9882
-24,2,30.0032
-22,2,30.0176
-20,2,30.0311
-18,2,30.0438
-16,2,30.0556
-14,2,30.0665
-12,2,30.0763
-10,2,30.0852
-8,2,30.093
-6,2,30.0997
-4,2,30.1053
-2,2,30.1097
0,2,30.1131
2,2,30.1153
4,2,30.1163
6,2,30.1163
8,2,30.1151
10,2,30.1128
12,2,30.1094
14,2,30.105
16,2,30.0995
18,2,30.0931
20,2,30.0858
22,2,30.0775
24,2,30.0684
26,2,30.0585
28,2,30.0479
30,2,30.0367
32,2,30.0248
34,2,30.0124
36,2,29.9995
38,2,29.9863
40,2,29.9728
42,2,29.959
44,2,29.945
46,2,29.931
48,2,29.917
50,2,29.903
52,2,29.8892
54,2,29.8756
56,2,29.8623
58,2,29.8494
60,2,29.8369
62,2,29.8249
64,2,29.8134
66,2,29.8026
68,2,29.7925
70,2,29.7831
72,2,29.7745
74,2,29.7667
76,2,29.7598
78,2,29.7538
80,2,29.7487
82,2,29.7446
84,2,29.7415
86,2,29.7394
88,2,29.7383
90,2,29.7382
92,2,29.7392
94,2,29.7411
96,2,29.7441
98,2,29.7481
100,2,29.753
102,2,29.7589
104,2,29.7657
106,2,29.7733
108,2,29.7818
110,2,29.7911
112,2,29.8012
114,2,29.8119
116,2,29.8233
118,2,29.8353
120,2,29.8478
122,2,29.8607
124,2,29.874
126,2,29.8876
128,2,29.9014
130,2,29.9155
132,2,29.9295
134,2,29.9436
136,2,29.9577
138,2,29.9716
140,2,29.9852
142,2,29.9986
144,2,30.0116
146,2,30.0242
148,2,30.0362
150,2,30.0477
152,2,30.0585
154,2,30.0686
156,2,30.0779
158,2,30.0864
160,2,30.094
162,2,30.1007
164,2,30.1064
166,2,30.1111
168,2,30.1147
170,2,30.1173
172,2,30.1187
174,2,30.1191
176,2,30.1183
178,2,30.1163
180,2,30.1132
-180,4,29.535
-178,4,29.5247
-176,4,29.5099
-174,4,29.4908
-172,4,29.4673
-170,4,29.4397
-168,4,29.4081
-166,4,29.3724
-164,4,29.3331
-162,4,29.2901
-160,4,29.2438
-158,4,29.1943
-156,4,29.1419
-154,4,29.0868
-152,4,29.0293
-150,4,28.9696
-148,4,28.9081
-146,4,28.845
-144,4,28.7806
-142,4,28.7152
-140,4,28.6491
-138,4,28.5826
-136,4,28.5161
-134,4,28.4498
-132,4,28.3841
-130,4,28.3192
-128,4,28.2554
-126,4,28.1931
-124,4,28.1325
-122,4,28.0739
-120,4,28.0175
-118,4,27.9636
-116,4,27.9125
-114,4,27.8643
-112,4,27.8193
-110,4,27.7777
-108,4,27.7396
-106,4,27.7053
-104,4,27.6748
-102,4,27.6483
-100,4,27.626
-98,4,27.6079
-96,4,27.5941
-94,4,27.5846
-92,4,27.5796
-90,4,27.5789
-88,4,27.5827
-86,4,27.5909
-84,4,27.6034
-82,4,27.6203
-80,4,27.6414
-78,4,27.6667
-76,4,27.696
-74,4,27.7292
-72,4,27.7661
-70,4,27.8067
-68,4,27.8507
-66,4,27.898
-64,4,27.9482
-62,4,28.0013
-60,4,28.0569
-58,4,28.1149
-56,4,28.1748
-54,4,28.2366
-52,4,28.2999
-50,4,28.3644
-48,4,28.4298
-46,4,28.4958
-44,4,28.5622
-42,4,28.6285
-40,4,28.6946
-38,4,28.7601
-36,4,28.8246
-34,4,28.8879
-32,4,28.9497
-30,4,29.0098
-28,4,29.0677
-26,4,29.1233
-24,4,29.1762
-22,4,29.2263
-20,4,29.2733
-18,4,29.3169
-16,4,29.3571
-14,4,29.3935
-12,4,29.426
-10,4,29.4545
-8,4,29.4788
-6,4,29.4989
-4,4,29.5147
-2,4,29.526
0,4,29.5329
2,4,29.5353
4,4,29.5333
6,4,29.5269
8,4,29.5161
10,4,29.501
12,4,29.4818
14,4,29.4585
16,4,29.4313
18,4,29.4003
20,4,29.3657
22,4,29.3278
24,4,29.2867
26,4,29.2426
28,4,29.1959
30,4,29.1468
32,4,29.0954
34,4,29.0422
36,4,28.9874
38,4,28.9313
40,4,28.8742
42,4,28.8163
44,4,28.7581
46,4,28.6997
48,4,28.6415
50,4,28.5839
52,4,28.527
54,4,28.4711
56,4,28.4166
58,4,28.3638
60,4,28.3128
62,4,28.264
64,4,28.2176
66,4,28.1737
68,4,28.1327
70,4,28.0948
72,4,28.06
74,4,28.0286
76,4,28.0008
78,4,27.9766
80,4,27.9562
82,4,27.9396
84,4,27.9271
86,4,27.9185
88,4,27.914
90,4,27.9136
92,4,27.9173
94,4,27.9251
96,4,27.9369
98,4,27.9527
100,4,27.9723
102,4,27.9958
104,4,28.023
106,4,28.0538
108,4,28.088
110,4,28.1254
112,4,28.1659
114,4,28.2093
116,4,28.2554
118,4,28.3039
120,4,28.3546
122,4,28.4073
124,4,28.4616
126,4,28.5174
128,4,28.5743
130,4,28.6321
132,4,28.6904
134,4,28.749
136,4,28.8076
138,4,28.8658
140,4,28.9233
142,4,28.9799
144,4,29.0352
146,4,29.089
148,4,29.141
150,4,29.1909
152,4,29.2383
154,4,29.2832
156,4,29.3251
158,4,29.3639
160,4,29.3994
162,4,29.4313
164,4,29.4595
166,4,29.4838
168,4,29.504
170,4,29.5201
172,4,29.5319
174,4,29.5393
176,4,29.5423
178,4,29.5409
180,4,29.535
-180,6,28.6039
-178,6,28.5858
-176,6,28.5582
-174,6,28.521
-172,6,28.4746
-170,6,28.4191
-168,6,28.3549
-166,6,28.2822
-164,6,28.2015
-162,6,28.1131
-160,6,28.0175
-158,6,27.9152
-156,6,27.8068
-154,6,27.6927
-152,6,27.5736
-150,6,27.45
-148,6,27.3226
-146,6,27.1921
-144,6,27.0589
-142,6,26.9239
-140,6,26.7876
-138,6,26.6507
-136,6,26.5139
-134,6,26.3777
-132,6,26.2429
-130,6,26.11
-128,6,25.9797
-126,6,25.8524
-124,6,25.7289
-122,6,25.6096
-120,6,25.495
-118,6,25.3857
-116,6,25.2821
-114,6,25.1846
-112,6,25.0937
-110,6,25.0097
-108,6,24.9329
-106,6,24.8637
-104,6,24.8024
-102,6,24.7492
-100,6,24.7043
-98,6,24.6679
-96,6,24.6402
-94,6,24.6212
-92,6,24.611
-90,6,24.6096
-88,6,24.6172
-86,6,24.6335
-84,6,24.6587
-82,6,24.6925
-80,6,24.7348
-78,6,24.7855
-76,6,24.8444
-74,6,24.9112
-72,6,24.9857
-70,6,25.0676
-68,6,25.1564
-66,6,25.2519
-64,6,25.3537
-62,6,25.4613
-60,6,25.5743
-58,6,25.6921
-56,6,25.8144
-54,6,25.9404
-52,6,26.0698
-50,6,26.2018
-48,6,26.336
-46,6,26.4716
-44,6,26.6081
-42,6,26.7448
-40,6,26.881
-38,6,27.0162
-36,6,27.1496
-34,6,27.2807
-32,6,27.4087
-30,6,27.533
-28,6,27.653
-26,6,27.7681
-24,6,27.8778
-22,6,27.9813
-20,6,28.0783
-18,6,28.1683
-16,6,28.2506
-14,6,28.3251
-12,6,28.3911
-10,6,28.4485
-8,6,28.4969
-6,6,28.5361
-4,6,28.5658
-2,6,28.586
0,6,28.5966
2,6,28.5975
4,6,28.5887
6,6,28.5704
8,6,28.5427
10,6,28.5057
12,6,28.4597
14,6,28.405
16,6,28.3419
18,6,28.2708
20,6,28.1921
22,6,28.1063
24,6,28.0138
26,6,27.9152
28,6,27.8111
30,6,27.7019
32,6,27.5885
34,6,27.4712
36,6,27.3508
38,6,27.228
40,6,27.1033
42,6,26.9775
44,6,26.8511
46,6,26.7248
48,6,26.5993
50,6,26.4752
52,6,26.353
54,6,26.2335
56,6,26.1171
58,6,26.0044
60,6,25.896
62,6,25.7923
64,6,25.6939
66,6,25.6011
68,6,25.5145
70,6,25.4344
72,6,25.3611
74,6,25.295
76,6,25.2364
78,6,25.1856
80,6,25.1427
82,6,25.108
84,6,25.0815
86,6,25.0635
88,6,25.054
90,6,25.053
92,6,25.0606
94,6,25.0766
96,6,25.1012
98,6,25.1341
100,6,25.1752
102,6,25.2243
104,6,25.2813
106,6,25.3458
108,6,25.4177
110,6,25.4965
112,6,25.582
114,6,25.6737
116,6,25.7712
118,6,25.8741
120,6,25.982
122,6,26.0942
124,6,26.2103
126,6,26.3298
128,6,26.452
130,6,26.5763
132,6,26.7022
134,6,26.829
136,6,26.9561
138,6,27.0828
140,6,27.2084
142,6,27.3323
144,6,27.454
146,6,27.5726
148,6,27.6875
150,6,27.7982
152,6,27.904
154,6,28.0044
156,6,28.0987
158,6,28.1865
160,6,28.2672
162,6,28.3404
164,6,28.4055
166,6,28.4624
168,6,28.5105
170,6,28.5497
172,6,28.5796
174,6,28.6001
176,6,28.6111
178,6,28.6123
180,6,28.6039
-180,8,27.3655
-178,8,27.3386
-176,8,27.2955
-174,8,27.2364
-172,8,27.1617
-170,8,27.0718
-168,8,26.9673
-166,8,26.8486
-164,8,26.7166
-162,8,26.572
-160,8,26.4156
-158,8,26.2482
-156,8,26.071
-154,8,25.8847
-152,8,25.6904
-150,8,25.4893
-148,8,25.2823
-146,8,25.0705
-144,8,24.8551
-142,8,24.6371
-140,8,24.4176
-138,8,24.1977
-136,8,23.9784
-134,8,23.7608
-132,8,23.5459
-130,8,23.3346
-128,8,23.1279
-126,8,22.9266
-124,8,22.7317
-122,8,22.5439
-120,8,22.3641
-118,8,22.1929
-116,8,22.0309
-114,8,21.8789
-112,8,21.7374
-110,8,21.6069
-108,8,21.4878
-106,8,21.3807
-104,8,21.2859
-102,8,21.2037
-100,8,21.1344
-98,8,21.0782
-96,8,21.0354
-94,8,21.006
-92,8,20.9902
-90,8,20.9881
-88,8,20.9995
-86,8,21.0246
-84,8,21.0631
-82,8,21.115
-80,8,21.1802
-78,8,21.2583
-76,8,21.3491
-74,8,21.4523
-72,8,21.5675
-70,8,21.6944
-68,8,21.8324
-66,8,21.9811
-64,8,22.1399
-62,8,22.3082
-60,8,22.4853
-58,8,22.6705
-56,8,22.8631
-54,8,23.0623
-52,8,23.2672
-50,8,23.4769
-48,8,23.6906
-46,8,23.9072
-44,8,24.1258
-42,8,24.3452
-40,8,24.5646
-38,8,24.7828
-36,8,24.9986
-34,8,25.2111
-32,8,25.4191
-30,8,25.6215
-28,8,25.8172
-26,8,26.0052
-24,8,26.1845
-22,8,26.354
-20,8,26.5129
-18,8,26.6601
-16,8,26.7949
-14,8,26.9165
-12,8,27.0241
-10,8,27.1172
-8,8,27.1953
-6,8,27.2578
-4,8,27.3045
-2,8,27.335
0,8,27.3492
2,8,27.3471
4,8,27.3286
6,8,27.2941
8,8,27.2436
10,8,27.1776
12,8,27.0965
14,8,27.0007
16,8,26.8911
18,8,26.7681
20,8,26.6327
22,8,26.4856
24,8,26.3277
26,8,26.16
28,8,25.9835
30,8,25.7992
32,8,25.6081
34,8,25.4114
36,8,25.2102
38,8,25.0054
40,8,24.7983
42,8,24.5899
44,8,24.3813
46,8,24.1736
48,8,23.9677
50,8,23.7647
52,8,23.5656
54,8,23.3713
56,8,23.1826
58,8,23.0005
60,8,22.8257
62,8,22.6589
64,8,22.501
66,8,22.3525
68,8,22.2141
70,8,22.0863
72,8,21.9696
74,8,21.8645
76,8,21.7714
78,8,21.6907
80,8,21.6226
82,8,21.5675
84,8,21.5254
86,8,21.4967
88,8,21.4814
90,8,21.4795
92,8,21.4911
94,8,21.5161
96,8,21.5546
98,8,21.6062
100,8,21.6709
102,8,21.7484
104,8,21.8384
106,8,21.9406
108,8,22.0546
110,8,22.18
112,8,22.3163
114,8,22.4629
116,8,22.6192
118,8,22.7846
120,8,22.9584
122,8,23.1398
124,8,23.3281
126,8,23.5223
128,8,23.7216
130,8,23.9251
132,8,24.1318
134,8,24.3406
136,8,24.5506
138,8,24.7606
140,8,24.9696
142,8,25.1765
144,8,25.3801
146,8,25.5794
148,8,25.7732
150,8,25.9604
152,8,26.14
154,8,26.3109
156,8,26.4721
158,8,26.6226
160,8,26.7616
162,8,26.8882
164,8,27.0015
166,8,27.1009
168,8,27.1858
170,8,27.2556
172,8,27.3098
174,8,27.3481
176,8,27.3703
178,8,27.3761
180,8,27.3655
-180,10,25.8786
-178,10,25.8425
-176,10,25.7826
-174,10,25.6994
-172,10,25.5933
-170,10,25.4652
-168,10,25.3159
-166,10,25.1463
-164,10,24.9576
-162,10,24.7509
-160,10,24.5276
-158,10,24.2891
-156,10,24.0369
-154,10,23.7725
-152,10,23.4974
-150,10,23.2133
-148,10,22.9217
-146,10,22.6244
-144,10,22.3228
-142,10,22.0186
-140,10,21.7134
-138,10,21.4086
-136,10,21.1058
-134,10,20.8064
-132,10,20.5117
-130,10,20.2231
-128,10,19.9417
-126,10,19.6687
-124,10,19.4052
-122,10,19.1523
-120,10,18.9107
-118,10,18.6815
-116,10,18.4654
-114,10,18.2631
-112,10,18.0753
-110,10,17.9026
-108,10,17.7454
-106,10,17.6042
-104,10,17.4794
-102,10,17.3714
-100,10,17.2805
-98,10,17.2069
-96,10,17.1507
-94,10,17.1122
-92,10,17.0914
-90,10,17.0884
-88,10,17.1031
-86,10,17.1356
-84,10,17.1857
-82,10,17.2534
-80,10,17.3384
-78,10,17.4406
-76,10,17.5596
-74,10,17.6951
-72,10,17.8468
-70,10,18.0142
-68,10,18.1969
-66,10,18.3941
-64,10,18.6055
-62,10,18.8301
-60,10,19.0673
-58,10,19.3163
-56,10,19.576
-54,10,19.8456
-52,10,20.124
-50,10,20.41
-48,10,20.7025
-46,10,21.0001
-44,10,21.3015
-42,10,21.6053
-40,10,21.91
-38,10,22.2141
-36,10,22.5161
-34,10,22.8143
-32,10,23.1071
-30,10,23.393
-28,10,23.6702
-26,10,23.9372
-24,10,24.1924
-22,10,24.4341
-20,10,24.661
-18,10,24.8716
-16,10,25.0645
-14,10,25.2386
-12,10,25.3926
-10,10,25.5256
-8,10,25.6367
-6,10,25.7252
-4,10,25.7904
-2,10,25.832
0,10,25.8497
2,10,25.8435
4,10,25.8133
6,10,25.7594
8,10,25.6823
10,10,25.5826
12,10,25.4608
14,10,25.318
16,10,25.1551
18,10,24.9732
20,10,24.7736
22,10,24.5576
24,10,24.3266
26,10,24.0822
28,10,23.8258
30,10,23.5591
32,10,23.2837
34,10,23.0011
36,10,22.7131
38,10,22.4213
40,10,22.1272
42,10,21.8325
44,10,21.5386
46,10,21.2471
48,10,20.9593
50,10,20.6766
52,10,20.4004
54,10,20.1317
56,10,19.8719
58,10,19.6219
60,10,19.3827
62,10,19.1554
64,10,18.9406
66,10,18.7393
68,10,18.5521
70,10,18.3797
72,10,18.2226
74,10,18.0814
76,10,17.9564
78,10,17.8481
80,10,17.7569
82,10,17.6829
84,10,17.6264
86,10,17.5877
88,10,17.5667
90,10,17.5636
92,10,17.5784
94,10,17.6111
96,10,17.6616
98,10,17.7298
100,10,17.8154
102,10,17.9184
104,10,18.0382
106,10,18.1747
108,10,18.3275
110,10,18.4959
112,10,18.6795
114,10,18.8777
116,10,19.0898
118,10,19.315
120,10,19.5525
122,10,19.8014
124,10,20.0606
126,10,20.3292
128,10,20.6059
130,10,20.8895
132,10,21.1787
134,10,21.4721
136,10,21.7684
138,10,22.0659
140,10,22.3632
142,10,22.6586
144,10,22.9505
146,10,23.2373
148,10,23.5172
150,10,23.7887
152,10,24.0501
154,10,24.2997
156,10,24.536
158,10,24.7575
160,10,24.9627
162,10,25.1502
164,10,25.3189
166,10,25.4674
168,10,25.595
170,10,25.7005
172,10,25.7834
174,10,25.843
176,10,25.8789
178,10,25.8908
180,10,25.8786
-180,12,24.21
-178,12,24.1651
-176,12,24.0885
-174,12,23.9807
-172,12,23.8427
-170,12,23.6756
-168,12,23.4805
-166,12,23.2589
-164,12,23.0125
-162,12,22.7431
-160,12,22.4525
-158,12,22.1429
-156,12,21.8163
-154,12,21.4748
-152,12,21.1208
-150,12,20.7563
-148,12,20.3837
-146,12,20.0051
-144,12,19.6227
-142,12,19.2386
-140,12,18.8548
-138,12,18.4733
-136,12,18.0959
-134,12,17.7244
-132,12,17.3603
-130,12,17.0054
-128,12,16.661
-126,12,16.3283
-124,12,16.0086
-122,12,15.703
-120,12,15.4125
-118,12,15.1379
-116,12,14.88
-114,12,14.6395
-112,12,14.417
-110,12,14.2129
-108,12,14.0278
-106,12,13.8621
-104,12,13.7159
-102,12,13.5897
-100,12,13.4836
-98,12,13.3977
-96,12,13.3323
-94,12,13.2873
-92,12,13.2629
-90,12,13.2592
-88,12,13.276
-86,12,13.3134
-84,12,13.3713
-82,12,13.4496
-80,12,13.5483
-78,12,13.667
-76,12,13.8057
-74,12,13.9641
-72,12,14.1419
-70,12,14.3388
-68,12,14.5542
-66,12,14.7878
-64,12,15.039
-62,12,15.3071
-60,12,15.5914
-58,12,15.891
-56,12,16.2051
-54,12,16.5325
-52,12,16.8722
-50,12,17.2228
-48,12,17.583
-46,12,17.9513
-44,12,18.3261
-42,12,18.7057
-40,12,19.0881
-38,12,19.4716
-36,12,19.854
-34,12,20.2333
-32,12,20.6073
-30,12,20.9739
-28,12,21.3307
-26,12,21.6755
-24,12,22.0062
-22,12,22.3204
-20,12,22.616
-18,12,22.891
-16,12,23.1434
-14,12,23.3714
-12,12,23.5733
-10,12,23.7476
-8,12,23.8929
-6,12,24.0082
-4,12,24.0926
-2,12,24.1455
0,12,24.1664
2,12,24.1552
4,12,24.1122
6,12,24.0375
8,12,23.9318
10,12,23.7961
12,12,23.6314
14,12,23.4389
16,12,23.2203
18,12,22.9771
20,12,22.7111
22,12,22.4245
24,12,22.1191
26,12,21.7971
28,12,21.4608
30,12,21.1124
32,12,20.7542
34,12,20.3883
36,12,20.0171
38,12,19.6426
40,12,19.267
42,12,18.8923
44,12,18.5205
46,12,18.1533
48,12,17.7927
50,12,17.4401
52,12,17.0971
54,12,16.7651
56,12,16.4454
58,12,16.1391
60,12,15.8474
62,12,15.5712
64,12,15.3113
66,12,15.0685
68,12,14.8435
70,12,14.6368
72,12,14.4491
74,12,14.2806
76,12,14.1318
78,12,14.0031
80,12,13.8946
82,12,13.8066
84,12,13.7394
86,12,13.6929
88,12,13.6674
90,12,13.6628
92,12,13.6793
94,12,13.7167
96,12,13.7752
98,12,13.8545
100,12,13.9547
102,12,14.0754
104,12,14.2166
106,12,14.3779
108,12,14.559
110,12,14.7596
112,12,14.9791
114,12,15.2171
116,12,15.4728
118,12,15.7456
120,12,16.0346
122,12,16.339
124,12,16.6575
126,12,16.9892
128,12,17.3326
130,12,17.6864
132,12,18.0491
134,12,18.4189
136,12,18.7942
138,12,19.173
140,12,19.5533
142,12,19.9331
144,12,20.3102
146,12,20.6824
148,12,21.0474
150,12,21.4029
152,12,21.7466
154,12,22.0763
156,12,22.3896
158,12,22.6843
160,12,22.9585
162,12,23.21
164,12,23.437
166,12,23.6379
168,12,23.8111
170,12,23.9552
172,12,24.0692
174,12,24.1522
176,12,24.2036
178,12,24.2229
180,12,24.21
-180,14,22.4284
-178,14,22.3759
-176,14,22.2839
-174,14,22.1531
-172,14,21.9847
-170,14,21.7803
-168,14,21.5417
-166,14,21.2708
-164,14,20.9699
-162,14,20.6415
-160,14,20.2882
-158,14,19.9127
-156,14,19.5179
-154,14,19.1066
-152,14,18.6818
-150,14,18.2463
-148,14,17.8031
-146,14,17.3547
-144,14,16.9041
-142,14,16.4537
-140,14,16.0059
-138,14,15.5632
-136,14,15.1276
-134,14,14.7011
-132,14,14.2855
-130,14,13.8825
-128,14,13.4936
-126,14,13.12
-124,14,12.763
-122,14,12.4236
-120,14,12.1025
-118,14,11.8006
-116,14,11.5185
-114,14,11.2566
-112,14,11.0154
-110,14,10.7951
-108,14,10.5961
-106,14,10.4184
-104,14,10.2623
-102,14,10.1278
-100,14,10.015
-98,14,9.92389
-96,14,9.85447
-94,14,9.80678
-92,14,9.7808
-90,14,9.77652
-88,14,9.79394
-86,14,9.83306
-84,14,9.89385
-82,14,9.97631
-80,14,10.0804
-78,14,10.2061
-76,14,10.3534
-74,14,10.5221
-72,14,10.7122
-70,14,10.9234
-68,14,11.1557
-66,14,11.4086
-64,14,11.6818
-62,14,11.975
-60,14,12.2874
-58,14,12.6185
-56,14,12.9674
-54,14,13.3333
-52,14,13.715
-50,14,14.1113
-48,14,14.5208
-46,14,14.9419
-44,14,15.3729
-42,14,15.8119
-40,14,16.2568
-38,14,16.7053
-36,14,17.1551
-34,14,17.6035
-32,14,18.0479
-30,14,18.4856
-28,14,18.9136
-26,14,19.3291
-24,14,19.7291
-22,14,20.1106
-20,14,20.4709
-18,14,20.807
-16,14,21.1163
-14,14,21.3962
-12,14,21.6445
-10,14,21.859
-8,14,22.0378
-6,14,22.1793
-4,14,22.2825
-2,14,22.3462
0,14,22.37
2,14,22.3538
4,14,22.2975
6,14,22.2018
8,14,22.0676
10,14,21.8961
12,14,21.6888
14,14,21.4475
16,14,21.1744
18,14,20.8718
20,14,20.5422
22,14,20.1882
24,14,19.8128
26,14,19.4187
28,14,19.0089
30,14,18.5864
32,14,18.1542
34,14,17.715
36,14,17.2717
38,14,16.8269
40,14,16.3833
42,14,15.9433
44,14,15.5091
46,14,15.0829
48,14,14.6665
50,14,14.2619
52,14,13.8705
54,14,13.4937
56,14,13.133
58,14,12.7893
60,14,12.4636
62,14,12.1567
64,14,11.8694
66,14,11.6023
68,14,11.3557
70,14,11.1301
72,14,10.9258
74,14,10.7431
76,14,10.5821
78,14,10.443
80,14,10.3259
82,14,10.231
84,14,10.1581
86,14,10.1075
88,14,10.0792
90,14,10.0731
92,14,10.0894
94,14,10.128
96,14,10.189
98,14,10.2725
100,14,10.3783
102,14,10.5065
104,14,10.657
106,14,10.8298
108,14,11.0248
110,14,11.2417
112,14,11.4803
114,14,11.7403
116,14,12.0213
118,14,12.3228
120,14,12.6441
122,14,12.9844
124,14,13.3427
126,14,13.7182
128,14,14.1094
130,14,14.5149
132,14,14.9332
134,14,15.3625
136,14,15.8007
138,14,16.2458
140,14,16.6954
142,14,17.147
144,14,17.5981
146,14,18.0457
148,14,18.4871
150,14,18.9193
152,14,19.3392
154,14,19.7439
156,14,20.1303
158,14,20.4955
160,14,20.8366
162,14,21.1509
164,14,21.4358
166,14,21.6888
168,14,21.908
170,14,22.0914
172,14,22.2374
174,14,22.3449
176,14,22.4128
178,14,22.4407
180,14,22.4284
-180,16,20.5973
-178,16,20.5393
-176,16,20.4343
-174,16,20.2834
-172,16,20.0883
-170,16,19.8508
-168,16,19.5733
-166,16,19.2586
-164,16,18.9097
-162,16,18.5296
-160,16,18.1218
-158,16,17.6899
-156,16,17.2373
-154,16,16.7679
-152,16,16.2851
-150,16,15.7926
-148,16,15.2938
-146,16,14.792
-144,16,14.2904
-142,16,13.792
-140,16,13.2996
-138,16,12.8156
-136,16,12.3425
-134,16,11.8823
-132,16,11.4368
-130,16,11.0077
-128,16,10.5963
-126,16,10.2038
-124,16,9.83121
-122,16,9.47926
-120,16,9.14854
-118,16,8.83952
