Phi[deg],Theta[deg],RealizedGainY
-100,36,1.7879
-98,36,1.77558
-96,36,1.76275
-94,36,1.75028
-92,36,1.73887
-90,36,1.72905
-88,36,1.72112
-86,36,1.71524
-84,36,1.71132
-82,36,1.70909
-80,36,1.70803
-78,36,1.70736
-76,36,1.70608
-74,36,1.70293
-72,36,1.69644
-70,36,1.68494
-68,36,1.66668
-66,36,1.63989
-64,36,1.60294
-62,36,1.55448
-60,36,1.49363
-58,36,1.42016
-56,36,1.33463
-54,36,1.23854
-52,36,1.13441
-50,36,1.02573
-48,36,0.916895
-46,36,0.813005
-44,36,0.719601
-42,36,0.642348
-40,36,0.586695
-38,36,0.557559
-36,36,0.559066
-34,36,0.594359
-32,36,0.665498
-30,36,0.773419
-28,36,0.917934
-26,36,1.09774
-24,36,1.3104
-22,36,1.55229
-20,36,1.81854
-18,36,2.1029
-16,36,2.39774
-14,36,2.69411
-12,36,2.98191
-10,36,3.25029
-8,36,3.48818
-6,36,3.68501
-4,36,3.83145
-2,36,3.92024
0,36,3.94674
2,36,3.90945
4,36,3.81017
6,36,3.65384
8,36,3.44816
10,36,3.20294
12,36,2.92929
14,36,2.63883
16,36,2.34292
18,36,2.05198
20,36,1.77505
22,36,1.51954
24,36,1.29112
26,36,1.09379
28,36,0.930049
30,36,0.801072
32,36,0.706934
34,36,0.646758
36,36,0.618836
38,36,0.620699
40,36,0.649177
42,36,0.700464
44,36,0.770217
46,36,0.853718
48,36,0.946083
50,36,1.04252
52,36,1.13857
54,36,1.23041
56,36,1.31497
58,36,1.39009
60,36,1.45457
62,36,1.50804
64,36,1.5509
66,36,1.58412
68,36,1.60905
70,36,1.62722
72,36,1.64024
74,36,1.64958
76,36,1.65657
78,36,1.66232
80,36,1.66768
82,36,1.67328
84,36,1.67953
86,36,1.68665
88,36,1.69467
90,36,1.70349
92,36,1.71287
94,36,1.72244
96,36,1.7317
98,36,1.74004
100,36,1.74671
102,36,1.75083
104,36,1.75139
106,36,1.74728
108,36,1.73727
110,36,1.72011
112,36,1.69453
114,36,1.65939
116,36,1.61376
118,36,1.55702
120,36,1.48905
122,36,1.41031
124,36,1.32199
126,36,1.22597
128,36,1.12494
130,36,1.02223
132,36,0.921729
134,36,0.827713
136,36,0.744618
138,36,0.676854
140,36,0.628622
142,36,0.603778
144,36,0.605733
146,36,0.637387
148,36,0.701069
150,36,0.798452
152,36,0.930437
154,36,1.09696
156,36,1.2968
158,36,1.5273
160,36,1.7842
162,36,2.06149
164,36,2.35141
166,36,2.64465
168,36,2.93071
170,36,3.1984
172,36,3.4365
174,36,3.63452
176,36,3.78343
178,36,3.87626
180,36,3.90867
-180,38,2.96916
-178,38,2.93972
-176,38,2.85944
-174,38,2.73278
-172,38,2.56636
-170,38,2.36848
-168,38,2.14841
-166,38,1.91577
-164,38,1.67997
-162,38,1.44969
-160,38,1.23256
-158,38,1.03499
-156,38,0.862018
-154,38,0.717348
-152,38,0.603392
-150,38,0.521346
-148,38,0.471271
-146,38,0.452159
-144,38,0.462002
-142,38,0.497864
-140,38,0.555986
-138,38,0.631943
-136,38,0.72085
-134,38,0.817629
-132,38,0.917294
-130,38,1.01524
-128,38,1.10747
-126,38,1.19084
-124,38,1.26307
-122,38,1.32284
-120,38,1.3697
-118,38,1.40395
-116,38,1.4265
-114,38,1.43865
-112,38,1.44197
-110,38,1.43814
-108,38,1.42877
-106,38,1.41541
-104,38,1.3994
-102,38,1.38194
-100,38,1.36403
-98,38,1.3465
-96,38,1.33005
-94,38,1.31526
-92,38,1.3026
-90,38,1.29246
-88,38,1.28513
-86,38,1.28083
-84,38,1.27966
-82,38,1.28162
-80,38,1.28652
-78,38,1.29403
-76,38,1.30355
-74,38,1.31424
-72,38,1.32498
-70,38,1.33433
-68,38,1.3406
-66,38,1.34184
-64,38,1.336
-62,38,1.321
-60,38,1.295
-58,38,1.25651
-56,38,1.20473
-54,38,1.13965
-52,38,1.06231
-50,38,0.974836
-48,38,0.880467
-46,38,0.783435
-44,38,0.688754
-42,38,0.601913
-40,38,0.528519
-38,38,0.473929
-36,38,0.442914
-34,38,0.439392
-32,38,0.466249
-30,38,0.525244
-28,38,0.616977
-26,38,0.740889
-24,38,0.895257
-22,38,1.07718
-20,38,1.28251
-18,38,1.50585
-16,38,1.74048
-14,38,1.97851
-12,38,2.211
-10,38,2.42837
-8,38,2.62091
-6,38,2.77939
-4,38,2.8958
-2,38,2.96399
0,38,2.98026
2,38,2.94372
4,38,2.85638
6,38,2.72301
8,38,2.55073
10,38,2.34835
12,38,2.12568
14,38,1.89278
16,38,1.65925
18,38,1.43372
20,38,1.22348
22,38,1.03426
24,38,0.870247
26,38,0.734174
28,38,0.627508
30,38,0.550638
32,38,0.503056
34,38,0.483474
36,38,0.489892
38,38,0.519631
40,38,0.56936
42,38,0.635158
44,38,0.71263
46,38,0.797106
48,38,0.883903
50,38,0.968622
52,38,1.04745
54,38,1.1174
56,38,1.17647
58,38,1.22369
60,38,1.25908
62,38,1.28345
64,38,1.29823
66,38,1.30521
68,38,1.30629
70,38,1.30336
72,38,1.29807
74,38,1.29185
76,38,1.28578
78,38,1.2807
80,38,1.27715
82,38,1.27548
84,38,1.27585
86,38,1.27833
88,38,1.28286
90,38,1.28932
92,38,1.29755
94,38,1.30731
96,38,1.31832
98,38,1.33022
100,38,1.34256
102,38,1.35481
104,38,1.36627
106,38,1.37612
108,38,1.38335
110,38,1.38679
112,38,1.38509
114,38,1.37679
116,38,1.3604
118,38,1.3345
120,38,1.29792
122,38,1.24988
124,38,1.19022
126,38,1.11954
128,38,1.03929
130,38,0.951832
132,38,0.860361
134,38,0.768755
136,38,0.681353
138,38,0.602686
140,38,0.537217
142,38,0.489114
144,38,0.462091
146,38,0.459318
148,38,0.483372
150,38,0.536211
152,38,0.61911
154,38,0.732553
156,38,0.876049
158,38,1.0479
160,38,1.24498
162,38,1.46253
164,38,1.69411
166,38,1.9317
168,38,2.16602
170,38,2.38697
172,38,2.58434
174,38,2.7485
176,38,2.87114
178,38,2.94596
180,38,2.96916
-180,40,2.18693
-178,40,2.16022
-176,40,2.09229
-174,40,1.98743
-172,40,1.8518
-170,40,1.69287
-168,40,1.51875
-166,40,1.33762
-164,40,1.15721
-162,40,0.984434
-160,40,0.825162
-158,40,0.684124
-156,40,0.564907
-154,40,0.47001
-152,40,0.400911
-150,40,0.358119
-148,40,0.341212
-146,40,0.348841
-144,40,0.378749
-142,40,0.427813
-140,40,0.492161
-138,40,0.567367
-136,40,0.648716
-134,40,0.731537
-132,40,0.811526
-130,40,0.885041
-128,40,0.949308
-126,40,1.00253
-124,40,1.04388
-122,40,1.07342
-120,40,1.09192
-118,40,1.10067
-116,40,1.10125
-114,40,1.09538
-112,40,1.08469
-110,40,1.07069
-108,40,1.05463
-106,40,1.03752
-104,40,1.02015
-102,40,1.0031
-100,40,0.986785
-98,40,0.971525
-96,40,0.957569
-94,40,0.945136
-92,40,0.934436
-90,40,0.925686
-88,40,0.91912
-86,40,0.914982
-84,40,0.91352
-82,40,0.914964
-80,40,0.919495
-78,40,0.927206
-76,40,0.93805
-74,40,0.951778
-72,40,0.967879
-70,40,0.98552
-68,40,1.00351
-66,40,1.02027
-64,40,1.0339
-62,40,1.04224
-60,40,1.04303
-58,40,1.0341
-56,40,1.01363
-54,40,0.980402
-52,40,0.934036
-50,40,0.875168
-48,40,0.805561
-46,40,0.72809
-44,40,0.646621
-42,40,0.565785
-40,40,0.490665
-38,40,0.426439
-36,40,0.378028
-34,40,0.349778
-32,40,0.345209
-30,40,0.366846
-28,40,0.416115
-26,40,0.493292
-24,40,0.59747
-22,40,0.726535
-20,40,0.877147
-18,40,1.04473
-16,40,1.22351
-14,40,1.40666
-12,40,1.58651
-10,40,1.75491
-8,40,1.90374
-6,40,2.02542
-4,40,2.11354
-2,40,2.16338
0,40,2.17229
2,40,2.13998
4,40,2.06849
6,40,1.96203
8,40,1.82658
10,40,1.6694
12,40,1.4984
14,40,1.32159
16,40,1.14655
18,40,0.980007
20,40,0.827584
22,40,0.693637
24,40,0.58127
26,40,0.492419
28,40,0.427992
30,40,0.388009
32,40,0.371725
34,40,0.377697
36,40,0.403816
38,40,0.447319
40,40,0.504826
42,40,0.572425
44,40,0.645842
46,40,0.720684
48,40,0.792755
50,40,0.858375
52,40,0.914669
54,40,0.959767
56,40,0.992883
58,40,1.01426
60,40,1.025
62,40,1.0268
64,40,1.02171
66,40,1.01182
68,40,0.999081
70,40,0.985156
72,40,0.971344
74,40,0.958581
76,40,0.947475
78,40,0.938374
80,40,0.931431
82,40,0.926676
84,40,0.92406
86,40,0.923502
88,40,0.924907
90,40,0.928182
92,40,0.933243
94,40,0.940009
96,40,0.948402
98,40,0.958335
100,40,0.969698
102,40,0.982336
104,40,0.996018
106,40,1.01039
108,40,1.02496
110,40,1.03897
112,40,1.05145
114,40,1.06113
116,40,1.06647
118,40,1.06572
120,40,1.05706
122,40,1.03875
124,40,1.0094
126,40,0.968217
128,40,0.915209
130,40,0.851374
132,40,0.778765
134,40,0.700421
136,40,0.620183
138,40,0.542398
140,40,0.471585
142,40,0.41211
144,40,0.367922
146,40,0.342398
148,40,0.33828
150,40,0.357674
152,40,0.402067
154,40,0.472289
156,40,0.568409
158,40,0.689535
160,40,0.833578
162,40,0.997027
164,40,1.17482
166,40,1.36036
168,40,1.54577
170,40,1.72229
172,40,1.88091
174,40,2.01309
176,40,2.11145
178,40,2.17046
180,40,2.18693
-180,42,1.5638
-178,42,1.54086
-176,42,1.48568
-174,42,1.40229
-172,42,1.29618
-170,42,1.17381
-168,42,1.04193
-166,42,0.907114
-164,42,0.775325
-162,42,0.651692
-160,42,0.540397
-158,42,0.444686
-156,42,0.366938
-154,42,0.308757
-152,42,0.27102
-150,42,0.253885
-148,42,0.256746
-146,42,0.278168
-144,42,0.315845
-142,42,0.366635
-140,42,0.426708
-138,42,0.491809
-136,42,0.557613
-134,42,0.620117
-132,42,0.675988
-130,42,0.722815
-128,42,0.759228
-126,42,0.784879
-124,42,0.800305
-122,42,0.806711
-120,42,0.805724
-118,42,0.799142
-116,42,0.788723
-114,42,0.776024
-112,42,0.762308
-110,42,0.748501
-108,42,0.735213
-106,42,0.722776
-104,42,0.711319
-102,42,0.700831
-100,42,0.691229
-98,42,0.682404
-96,42,0.674262
-94,42,0.666748
-92,42,0.659866
-90,42,0.653682
-88,42,0.648339
-86,42,0.644052
-84,42,0.641106
-82,42,0.639847
-80,42,0.640664
-78,42,0.643955
-76,42,0.650085
-74,42,0.659324
-72,42,0.671772
-70,42,0.687277
-68,42,0.70535
-66,42,0.725107
-64,42,0.745231
-62,42,0.763994
-60,42,0.779342
-58,42,0.789043
-56,42,0.790899
-54,42,0.782994
-52,42,0.763951
-50,42,0.733166
-48,42,0.690975
-46,42,0.638743
-44,42,0.578843
-42,42,0.514544
-40,42,0.449795
-38,42,0.388959
-36,42,0.336497
-34,42,0.296664
-32,42,0.273228
-30,42,0.269238
-28,42,0.286845
-26,42,0.327167
-24,42,0.390196
-22,42,0.474731
-20,42,0.578347
-18,42,0.697404
-16,42,0.827135
-14,42,0.961818
-12,42,1.09506
-10,42,1.22017
-8,42,1.33061
-6,42,1.42049
-4,42,1.48499
-2,42,1.52074
0,42,1.5261
2,42,1.50117
4,42,1.44779
6,42,1.3693
8,42,1.27026
10,42,1.15604
12,42,1.03245
14,42,0.90537
16,42,0.780396
18,42,0.662566
20,42,0.556159
22,42,0.464577
24,42,0.390296
26,42,0.334881
28,42,0.299042
30,42,0.282699
32,42,0.285036
34,42,0.304537
36,42,0.339019
38,42,0.385668
40,42,0.441127
42,42,0.501641
44,42,0.563285
46,42,0.62225
48,42,0.675156
50,42,0.71935
52,42,0.753123
54,42,0.775816
56,42,0.787783
58,42,0.790228
60,42,0.784948
62,42,0.774028
64,42,0.759556
66,42,0.743396
68,42,0.727037
70,42,0.711547
72,42,0.697588
74,42,0.685483
76,42,0.675317
78,42,0.667021
80,42,0.660452
82,42,0.655449
84,42,0.651868
86,42,0.649593
88,42,0.648545
90,42,0.64868
92,42,0.649982
94,42,0.652462
96,42,0.656159
98,42,0.661144
100,42,0.667515
102,42,0.675395
104,42,0.684916
106,42,0.696185
108,42,0.70923
110,42,0.723929
112,42,0.739919
114,42,0.756509
116,42,0.772613
118,42,0.786721
120,42,0.79695
122,42,0.801172
124,42,0.79723
126,42,0.783224
128,42,0.757831
130,42,0.7206
132,42,0.672162
134,42,0.614313
136,42,0.549932
138,42,0.482734
140,42,0.416915
142,42,0.356753
144,42,0.306242
146,42,0.268851
148,42,0.247402
150,42,0.244079
152,42,0.260491
154,42,0.297717
156,42,0.356273
158,42,0.435959
160,42,0.535633
162,42,0.652945
164,42,0.784144
166,42,0.92403
168,42,1.06611
170,42,1.20298
172,42,1.32687
174,42,1.43039
176,42,1.50716
178,42,1.55249
180,42,1.5638
-180,44,1.09343
-178,44,1.07423
-176,44,1.03059
-174,44,0.966158
-172,44,0.885692
-170,44,0.794541
-168,44,0.698102
-166,44,0.601397
-164,44,0.508787
-162,44,0.42384
-160,44,0.349328
-158,44,0.287316
-156,44,0.239282
-154,44,0.206212
-152,44,0.188629
-150,44,0.186537
-148,44,0.199308
-146,44,0.225542
-144,44,0.262988
-142,44,0.308588
-140,44,0.358678
-138,44,0.409336
-136,44,0.45682
-134,44,0.497994
-132,44,0.53066
-130,44,0.553718
-128,44,0.567152
-126,44,0.571863
-124,44,0.569402
-122,44,0.561663
-120,44,0.550601
-118,44,0.537993
-116,44,0.525289
-114,44,0.513527
-112,44,0.503333
-110,44,0.494966
-108,44,0.488401
-106,44,0.483416
-104,44,0.479684
-102,44,0.476836
-100,44,0.474513
-98,44,0.472393
-96,44,0.470215
-94,44,0.467781
-92,44,0.464966
-90,44,0.461724
-88,44,0.458093
-86,44,0.454203
-84,44,0.45028
-82,44,0.446648
-80,44,0.443727
-78,44,0.442015
-76,44,0.442061
-74,44,0.444422
-72,44,0.449597
-70,44,0.457952
-68,44,0.469622
-66,44,0.484425
-64,44,0.501781
-62,44,0.52067
-60,44,0.539643
-58,44,0.556896
-56,44,0.570412
-54,44,0.578158
-52,44,0.578312
-50,44,0.569501
-48,44,0.551001
-46,44,0.522887
-44,44,0.486101
-42,44,0.442442
-40,44,0.394472
-38,44,0.345353
-36,44,0.298623
-34,44,0.257953
-32,44,0.226883
-30,44,0.208577
-28,44,0.205594
-26,44,0.219696
-24,44,0.251681
-22,44,0.301256
-20,44,0.366967
-18,44,0.4462
-16,44,0.535273
-14,44,0.629645
-12,44,0.724215
-10,44,0.813704
-8,44,0.893073
-6,44,0.957911
-4,44,1.00476
-2,44,1.03135
0,44,1.03667
2,44,1.02097
4,44,0.98561
6,44,0.93292
8,44,0.865952
10,44,0.788282
12,44,0.703802
14,44,0.616529
16,44,0.530435
18,44,0.449268
20,44,0.376394
22,44,0.314647
24,44,0.266215
26,44,0.232559
28,44,0.214364
30,44,0.211529
32,44,0.223177
34,44,0.247694
36,44,0.282794
38,44,0.325629
40,44,0.372961
42,44,0.421375
44,44,0.46755
46,44,0.508536
48,44,0.542021
50,44,0.566532
52,44,0.58154
54,44,0.587446
56,44,0.585434
58,44,0.577238
60,44,0.564838
62,44,0.550175
64,44,0.534911
66,44,0.52029
68,44,0.507095
70,44,0.495689
72,44,0.48611
74,44,0.478192
76,44,0.471669
78,44,0.46626
80,44,0.461723
82,44,0.457873
84,44,0.454587
86,44,0.451794
88,44,0.449461
90,44,0.44758
92,44,0.446162
94,44,0.445233
96,44,0.444843
98,44,0.445078
100,44,0.446077
102,44,0.448047
104,44,0.451273
106,44,0.456111
108,44,0.462963
110,44,0.472204
112,44,0.484094
114,44,0.498648
116,44,0.515504
118,44,0.533812
120,44,0.552177
122,44,0.56869
124,44,0.58107
126,44,0.58691
128,44,0.584009
130,44,0.57074
132,44,0.546376
134,44,0.511322
136,44,0.46718
138,44,0.416621
140,44,0.363093
142,44,0.310407
144,44,0.262321
146,44,0.222206
148,44,0.192861
150,44,0.176488
152,44,0.174782
154,44,0.189018
156,44,0.220082
158,44,0.26836
160,44,0.333512
162,44,0.414182
164,44,0.507756
166,44,0.610251
168,44,0.716418
170,44,0.820081
172,44,0.914667
174,44,0.993871
176,44,1.05232
178,44,1.08616
180,44,1.09343
-180,46,0.75348
-178,46,0.738426
-176,46,0.705299
-174,46,0.657189
-172,46,0.597998
-170,46,0.531969
-168,46,0.463254
-166,46,0.395584
-164,46,0.33207
-162,46,0.275143
-160,46,0.226601
-158,46,0.187729
-156,46,0.159427
-154,46,0.142299
-152,46,0.136655
-150,46,0.142418
-148,46,0.158959
-146,46,0.184925
-144,46,0.218147
-142,46,0.255714
-140,46,0.294231
-138,46,0.330238
-136,46,0.360703
-134,46,0.383438
-132,46,0.397362
-130,46,0.402544
-128,46,0.400035
-126,46,0.391579
-124,46,0.379245
-122,46,0.3651
-120,46,0.350946
-118,46,0.338153
-116,46,0.327605
-114,46,0.319715
-112,46,0.314515
-110,46,0.311758
-108,46,0.311034
-106,46,0.311862
-104,46,0.313753
-102,46,0.31625
-100,46,0.318944
-98,46,0.321475
-96,46,0.323534
-94,46,0.324863
-92,46,0.325259
-90,46,0.324583
-88,46,0.322773
-86,46,0.319858
-84,46,0.315967
-82,46,0.311337
-80,46,0.306317
-78,46,0.301364
-76,46,0.297027
-74,46,0.293922
-72,46,0.292692
-70,46,0.293945
-68,46,0.298187
-66,46,0.305728
-64,46,0.316596
-62,46,0.330459
-60,46,0.346575
-58,46,0.363788
-56,46,0.380592
-54,46,0.395243
-52,46,0.405936
-50,46,0.41101
-48,46,0.409147
-46,46,0.399559
-44,46,0.382118
-42,46,0.357422
-40,46,0.326795
-38,46,0.29221
-36,46,0.256162
-34,46,0.221485
-32,46,0.191141
-30,46,0.168
-28,46,0.154615
-26,46,0.152999
-24,46,0.164431
-22,46,0.189287
-20,46,0.226934
-18,46,0.27571
-16,46,0.333012
-14,46,0.395499
-12,46,0.459384
-10,46,0.520783
-8,46,0.576049
-6,46,0.622072
-4,46,0.656476
-2,46,0.677717
0,46,0.685096
2,46,0.678678
4,46,0.659191
6,46,0.6279
8,46,0.586509
10,46,0.537083
12,46,0.481996
14,46,0.423881
16,46,0.365555
18,46,0.309909
20,46,0.259749
22,46,0.217612
24,46,0.185573
26,46,0.165075
28,46,0.156804
30,46,0.160618
32,46,0.175545
34,46,0.199838
36,46,0.231115
38,46,0.266556
40,46,0.303154
42,46,0.337996
44,46,0.36853
46,46,0.392798
48,46,0.409597
50,46,0.418559
52,46,0.420132
54,46,0.415452
56,46,0.406132
58,46,0.393987
60,46,0.38076
62,46,0.367891
64,46,0.35638
66,46,0.346752
68,46,0.33912
70,46,0.333296
72,46,0.328929
74,46,0.325617
76,46,0.322995
78,46,0.320771
80,46,0.318738
82,46,0.316762
84,46,0.314764
86,46,0.312702
88,46,0.31055
90,46,0.308297
92,46,0.305936
94,46,0.303473
96,46,0.300928
98,46,0.298348
100,46,0.29583
102,46,0.29354
104,46,0.291745
106,46,0.290828
108,46,0.291296
110,46,0.293754
112,46,0.298836
114,46,0.307094
116,46,0.318843
118,46,0.333996
120,46,0.351924
122,46,0.371373
124,46,0.390496
126,46,0.407004
128,46,0.418435
130,46,0.422509
132,46,0.417518
134,46,0.402655
136,46,0.378227
138,46,0.345685
140,46,0.307449
142,46,0.26657
144,46,0.22631
146,46,0.189753
148,46,0.159556
150,46,0.137868
152,46,0.126394
154,46,0.126514
156,46,0.139339
158,46,0.165643
160,46,0.205651
162,46,0.258755
164,46,0.323245
166,46,0.396179
168,46,0.473442
170,46,0.550043
172,46,0.620597
174,46,0.679919
176,46,0.723624
178,46,0.748631
180,46,0.75348
-180,48,0.513813
-178,48,0.503866
-176,48,0.4808
-174,48,0.446924
-172,48,0.405166
-170,48,0.358713
-168,48,0.310675
-166,48,0.263835
-164,48,0.220495
-162,48,0.182428
-160,48,0.150921
-158,48,0.126868
-156,48,0.110882
-154,48,0.103355
-152,48,0.104452
-150,48,0.114002
-148,48,0.131324
-146,48,0.155062
-144,48,0.183113
-142,48,0.212736
-140,48,0.240868
-138,48,0.264582
-136,48,0.28158
-134,48,0.290571
-132,48,0.291429
-130,48,0.285104
-128,48,0.273334
-126,48,0.258253
-124,48,0.242006
-122,48,0.226435
-120,48,0.212901
-118,48,0.202216
-116,48,0.194692
-114,48,0.190251
-112,48,0.188559
-110,48,0.189153
-108,48,0.19154
-106,48,0.195245
-104,48,0.199839
-102,48,0.204929
-100,48,0.210151
-98,48,0.215155
-96,48,0.219607
-94,48,0.223193
-92,48,0.225639
-90,48,0.226726
-88,48,0.226316
-86,48,0.224361
-84,48,0.220924
-82,48,0.216179
-80,48,0.210414
-78,48,0.204026
-76,48,0.197508
-74,48,0.191429
-72,48,0.186409
-70,48,0.183086
-68,48,0.182066
-66,48,0.183863
-64,48,0.188833
-62,48,0.19709
-60,48,0.208437
-58,48,0.222315
-56,48,0.237786
-54,48,0.253577
-52,48,0.268179
-50,48,0.279997
-48,48,0.287535
-46,48,0.289581
-44,48,0.285378
-42,48,0.274739
-40,48,0.25811
-38,48,0.236557
-36,48,0.211693
-34,48,0.185546
-32,48,0.160396
-30,48,0.138586
-28,48,0.122324
-26,48,0.113491
-24,48,0.113443
-22,48,0.122858
-20,48,0.14162
-18,48,0.1688
-16,48,0.202734
-14,48,0.241201
-12,48,0.281671
-10,48,0.321572
-8,48,0.358525
-6,48,0.390521
-4,48,0.416006
-2,48,0.433905
0,48,0.443579
2,48,0.444768
4,48,0.437528
6,48,0.422201
8,48,0.399413
10,48,0.370107
12,48,0.335591
14,48,0.297565
16,48,0.2581
18,48,0.219546
20,48,0.184362
22,48,0.154895
24,48,0.133129
26,48,0.120459
28,48,0.117523
30,48,0.124101
32,48,0.139113
34,48,0.160713
36,48,0.186488
38,48,0.213736
40,48,0.23978
42,48,0.262283
44,48,0.279487
46,48,0.290367
48,48,0.294682
50,48,0.292925
52,48,0.286197
54,48,0.276006
56,48,0.264026
58,48,0.251836
60,48,0.240708
62,48,0.231476
64,48,0.224503
66,48,0.219758
68,48,0.216935
70,48,0.215599
72,48,0.215305
74,48,0.215664
76,48,0.216371
78,48,0.217199
80,48,0.217971
82,48,0.218544
84,48,0.218789
86,48,0.218589
88,48,0.217848
90,48,0.216493
92,48,0.214487
94,48,0.211828
96,48,0.20855
98,48,0.204722
100,48,0.20045
102,48,0.195888
104,48,0.191253
106,48,0.18686
108,48,0.18314
110,48,0.180665
112,48,0.180123
114,48,0.18226
116,48,0.187763
118,48,0.197099
120,48,0.210334
122,48,0.226981
124,48,0.245913
126,48,0.26539
128,48,0.283219
130,48,0.297027
132,48,0.304626
134,48,0.304389
136,48,0.29557
138,48,0.278485
140,48,0.2545
142,48,0.225806
144,48,0.195058
146,48,0.164961
148,48,0.137958
150,48,0.116068
152,48,0.100907
154,48,0.09379
156,48,0.0958181
158,48,0.10786
160,48,0.130397
162,48,0.163281
164,48,0.205498
166,48,0.255032
168,48,0.308899
170,48,0.363359
172,48,0.414305
174,48,0.45773
176,48,0.490209
178,48,0.509303
180,48,0.513813
-180,50,0.347329
-178,50,0.342833
-176,50,0.328926
-174,50,0.307039
-172,50,0.279132
-170,50,0.247452
-168,50,0.214298
-166,50,0.18182
-164,50,0.151876
-162,50,0.125959
-160,50,0.105181
-158,50,0.0903221
-156,50,0.0818923
-154,50,0.0801755
-152,50,0.0852098
-150,50,0.0966918
-148,50,0.113827
-146,50,0.135195
-144,50,0.158725
-142,50,0.181849
-140,50,0.201854
-138,50,0.216354
-136,50,0.223751
-134,50,0.223534
-132,50,0.216318
-130,50,0.203639
-128,50,0.187567
-126,50,0.170276
-124,50,0.153674
-122,50,0.139171
-120,50,0.127596
-118,50,0.119253
-116,50,0.114049
-114,50,0.111654
-112,50,0.111641
-110,50,0.113584
-108,50,0.1171
-106,50,0.121852
-104,50,0.127521
-102,50,0.13378
-100,50,0.140276
-98,50,0.146627
-96,50,0.152434
-94,50,0.157312
-92,50,0.160915
-90,50,0.162964
-88,50,0.163275
-86,50,0.161771
-84,50,0.158497
-82,50,0.153622
-80,50,0.147432
-78,50,0.14032
-76,50,0.132766
-74,50,0.125312
-72,50,0.118537
-70,50,0.113028
-68,50,0.109345
-66,50,0.107993
-64,50,0.109379
-62,50,0.113763
-60,50,0.1212
-58,50,0.131484
-56,50,0.144104
-54,50,0.15823
-52,50,0.172751
-50,50,0.186356
-48,50,0.197667
-46,50,0.205406
-44,50,0.208565
-42,50,0.206551
-40,50,0.199293
-38,50,0.18727
-36,50,0.171475
-34,50,0.153309
-32,50,0.134438
-30,50,0.11663
-28,50,0.101593
-26,50,0.0908235
-24,50,0.085468
-22,50,0.0862083
-20,50,0.0931863
-18,50,0.105992
-16,50,0.123723
-14,50,0.145114
-12,50,0.168706
-10,50,0.19301
-8,50,0.21664
-6,50,0.238397
-4,50,0.257283
-2,50,0.272482
0,50,0.283325
2,50,0.289259
4,50,0.289843
6,50,0.284786
8,50,0.274017
10,50,0.257785
12,50,0.236749
14,50,0.212041
16,50,0.185259
18,50,0.158383
20,50,0.133592
22,50,0.113017
24,50,0.0984726
26,50,0.0912077
28,50,0.0917212
30,50,0.0996678
32,50,0.113869
34,50,0.132438
36,50,0.153019
38,50,0.173118
40,50,0.190451
42,50,0.203266
44,50,0.210531
46,50,0.212005
48,50,0.208166
50,50,0.200065
52,50,0.189119
54,50,0.176881
56,50,0.164815
58,50,0.154101
60,50,0.145509
62,50,0.139373
64,50,0.13565
66,50,0.134048
68,50,0.134166
70,50,0.135607
72,50,0.138035
74,50,0.141181
76,50,0.144819
78,50,0.148724
80,50,0.152644
82,50,0.156299
84,50,0.15939
86,50,0.161633
88,50,0.162795
90,50,0.162714
92,50,0.161327
94,50,0.158665
96,50,0.154846
98,50,0.150054
100,50,0.144516
102,50,0.138482
104,50,0.132219
106,50,0.126018
108,50,0.12022
110,50,0.115246
112,50,0.111625
114,50,0.109992
116,50,0.11104
118,50,0.115421
120,50,0.123591
122,50,0.135638
124,50,0.151134
126,50,0.169045
128,50,0.187758
130,50,0.20523
132,50,0.219255
134,50,0.227819
136,50,0.229471
138,50,0.223631
140,50,0.21074
142,50,0.192189
144,50,0.170044
146,50,0.146643
148,50,0.12421
150,50,0.104603
152,50,0.0892585
154,50,0.0792724
156,50,0.0755234
158,50,0.0787264
160,50,0.0893686
162,50,0.107549
164,50,0.132794
166,50,0.163926
168,50,0.19905
170,50,0.235673
172,50,0.270948
174,50,0.301995
176,50,0.326242
178,50,0.34173
180,50,0.347329
-180,52,0.232181
-178,52,0.232245
-176,52,0.225693
-174,52,0.213158
-172,52,0.195743
-170,52,0.174904
-168,52,0.152313
-166,52,0.129699
-164,52,0.108699
-162,52,0.0907229
-160,52,0.0768773
-158,52,0.067945
-156,52,0.0644063
-154,52,0.0664626
-152,52,0.0740215
-150,52,0.0866223
-148,52,0.103324
-146,52,0.122621
-144,52,0.142468
-142,52,0.160487
-140,52,0.174339
-138,52,0.182183
-136,52,0.183076
-134,52,0.177161
-132,52,0.165596
-130,52,0.150238
-128,52,0.133199
-126,52,0.116426
-124,52,0.101408
-122,52,0.0890497
-120,52,0.0797122
-118,52,0.0733523
-116,52,0.0696992
-114,52,0.0684077
-112,52,0.0691564
-110,52,0.0716811
-108,52,0.0757579
-106,52,0.0811611
-104,52,0.0876205
-102,52,0.0947972
-100,52,0.102283
-98,52,0.109622
-96,52,0.116346
-94,52,0.122008
-92,52,0.126222
-90,52,0.128686
-88,52,0.129202
-86,52,0.127691
-84,52,0.124203
-82,52,0.118919
-80,52,0.112146
-78,52,0.104309
-76,52,0.0959248
-74,52,0.0875701
-72,52,0.0798383
-70,52,0.0733
-68,52,0.0684653
-66,52,0.0657568
-64,52,0.0654898
